v_hit,Count
TRAV1-1,0
TRAV1-2,1
TRAV10,5
TRAV12-1,57
TRAV12-2,60
TRAV12-3,68
TRAV13-1,75
TRAV13-2,21
TRAV14DV4,38
TRAV16,21
TRAV17,31
TRAV18,0
TRAV19,22
TRAV2,36
TRAV20,16
TRAV21,22
TRAV22,13
TRAV23DV6,30
TRAV24,11
TRAV25,16
TRAV26-1,15
TRAV26-2,16
TRAV27,26
TRAV29DV5,34
TRAV3,37
TRAV30,6
TRAV34,5
TRAV35,19
TRAV36DV7,7
TRAV38-1,18
TRAV38-2DV8,32
TRAV39,7
TRAV4,27
TRAV40,0
TRAV41,14
TRAV5,14
TRAV6,10
TRAV7,0
TRAV8-1,20
TRAV8-2,11
TRAV8-3,34
TRAV8-4,9
TRAV8-6,5
TRAV9-1,0
TRAV9-2,40
Total,949
